datecode,year,month,day,temp,wind,flow
39210,2007,5,8,68.762,4.6259,54558
39211,2007,5,9,63.501,4.0701,58106
39212,2007,5,10,68.142,6.4884,53675
39213,2007,5,11,53.166,13.16,62747
39214,2007,5,12,51.953,8.4335,64681
39215,2007,5,13,59.196,9.3556,61944
39216,2007,5,14,78.012,12.943,52006
39217,2007,5,15,54.728,7.7953,59158
39218,2007,5,16,48.437,8.214,77847
39219,2007,5,17,53.081,5.4873,77000
39220,2007,5,18,62.556,8.7635,56118
39221,2007,5,19,60.243,10.175,50889
39222,2007,5,20,47.514,7.6782,80052
39223,2007,5,21,63.721,6.8216,58948
39224,2007,5,22,73.663,9.6411,53133
39225,2007,5,23,75.179,10.226,52074
39226,2007,5,24,67.535,12.64,51100
39227,2007,5,25,57.372,5.4543,49558
39228,2007,5,26,60.156,7.6467,45085
39229,2007,5,27,62.445,5.7142,41393
39230,2007,5,28,66.164,5.6902,46283
39231,2007,5,29,74.281,5.9877,48553
39232,2007,5,30,74.823,7.8024,50828
39233,2007,5,31,68.617,5.124,50657
39234,2007,6,1,68.95,5.65,46319
39235,2007,6,2,70.295,5.1525,42834
39236,2007,6,3,64.256,5.2668,46821
39237,2007,6,4,59.902,6.8309,54591
39238,2007,6,5,53.367,6.7311,64302
39239,2007,6,6,67.469,13.533,56312
39240,2007,6,7,77.303,15.587,48349
39241,2007,6,8,62.847,5.9613,47830
39242,2007,6,9,66.788,4.9047,41063
39243,2007,6,10,70.364,5.1213,44530
39244,2007,6,11,71.369,5.1104,50507
39245,2007,6,12,70.217,4.7412,51348
39246,2007,6,13,72.55,4.1978,46918
39247,2007,6,14,73.448,3.9337,49964
39248,2007,6,15,78.198,4.6176,44775
39249,2007,6,16,77.08,4.0013,39273
39250,2007,6,17,78.475,7.725,41303
39251,2007,6,18,73.428,11.557,47644
39252,2007,6,19,69.547,8.0002,52327
39253,2007,6,20,75.542,8.2456,48136
39254,2007,6,21,66.337,6.5314,49414
39255,2007,6,22,65.492,6.1917,46252
39256,2007,6,23,66.631,6.4511,41808
39257,2007,6,24,70.161,4.4525,44680
39258,2007,6,25,76.699,5.8913,48807
39259,2007,6,26,79.651,8.47,48338
39260,2007,6,27,73.137,7.6338,48529
39261,2007,6,28,60.488,8.0065,51726
39262,2007,6,29,62.542,4.1668,47749
39263,2007,6,30,67.532,6.4955,40162
39264,2007,7,1,63.58,7.3724,42849
39265,2007,7,2,68.737,8.0503,45987
39266,2007,7,3,72.556,8.6216,41732
39267,2007,7,4,75.336,5.2356,36857
39268,2007,7,5,74.398,6.0267,43002
39269,2007,7,6,74.037,5.3024,40529
39270,2007,7,7,82.016,10.637,34096
39271,2007,7,8,83.215,11.555,39463
39272,2007,7,9,73.548,6.2651,45933
39273,2007,7,10,72.473,13.399,48868
39274,2007,7,11,67.922,8.788,47677
39275,2007,7,12,67.725,8.9247,48184
39276,2007,7,13,67.171,9.2652,45042
39277,2007,7,14,68.807,8.5233,40675
39278,2007,7,15,70.016,4.7591,42727
39279,2007,7,16,70.329,5.8336,47514
39280,2007,7,17,73.81,5.7178,47372
39281,2007,7,18,75.19,5.805,46225
39282,2007,7,19,65.579,11.418,49975
39283,2007,7,20,64.956,6.609,45745
39284,2007,7,21,66.054,4.7188,39427
39285,2007,7,22,70.321,5.1763,41239
39286,2007,7,23,73.959,6.1253,47020
39287,2007,7,24,75.569,6.4514,46895
39288,2007,7,25,77.037,6.428,46289
39289,2007,7,26,74.556,7.7014,47178
39290,2007,7,27,72.99,9.4883,42874
39291,2007,7,28,71.572,5.9315,37808
39292,2007,7,29,74.251,3.4709,40117
39293,2007,7,30,79.669,4.7609,45714
39294,2007,7,31,80.698,4.1693,46246
39295,2007,8,1,81,6.6217,45827
39296,2007,8,2,79.044,7.9836,46140
39297,2007,8,3,74.344,4.1948,42650
39298,2007,8,4,69.661,7.8702,37753
39299,2007,8,5,74.962,4.3661,41072
39300,2007,8,6,76.065,5.6225,45416
39301,2007,8,7,80.336,7.8592,47860
39302,2007,8,8,73.084,5.5201,48868
39303,2007,8,9,74.426,4.212,47839
39304,2007,8,10,75.744,3.7665,42263
39305,2007,8,11,77.021,7.5236,37735
39306,2007,8,12,75.424,6.1882,41913
39307,2007,8,13,70.834,7.0238,45579
39308,2007,8,14,75.403,5.836,46440
39309,2007,8,15,70.741,5.3987,47377
39310,2007,8,16,69.297,5.5986,47466
39311,2007,8,17,66.924,8.2109,44858
39312,2007,8,18,61.883,9.4379,41997
39313,2007,8,19,65.633,8.28,44450
39314,2007,8,20,67.021,7.9939,49854
39315,2007,8,21,72.772,6.0247,49182
39316,2007,8,22,74.804,8.308,48339
39317,2007,8,23,73.445,8.5948,49228
39318,2007,8,24,70.694,6.248,46042
39319,2007,8,25,66.898,3.6504,41742
39320,2007,8,26,68.99,6.908,44058
39321,2007,8,27,71.618,9.4545,48462
39322,2007,8,28,79.179,7.5713,46158
39323,2007,8,29,68.507,7.6487,46409
39324,2007,8,30,64.61,5.0137,48490
39325,2007,8,31,67.541,3.4652,43902
39326,2007,9,1,69.626,6.5041,36299
39327,2007,9,2,74.278,6.482,33244
39328,2007,9,3,74.921,4.3001,37929
39329,2007,9,4,77.702,6.1559,43933
39330,2007,9,5,79.77,8.785,45152
39331,2007,9,6,75.626,13.371,43460
39332,2007,9,7,69.946,7.5312,41925
39333,2007,9,8,67.33,5.1067,38571
39334,2007,9,9,64.81,9.4465,42713
39335,2007,9,10,54.657,9.0868,56012
39336,2007,9,11,55.837,11.031,57383
39337,2007,9,12,55.759,5.4821,57207
39338,2007,9,13,63.705,10.836,50514
39339,2007,9,14,47.931,10.364,61401
39340,2007,9,15,50.895,5.2389,57338
39341,2007,9,16,60.223,8.6677,50810
39342,2007,9,17,69.97,11.943,53014
39343,2007,9,18,75.87,12.214,48918
39344,2007,9,19,66.657,6.1382,50213
39345,2007,9,20,66.741,6.3538,49786
39346,2007,9,21,71.212,12.681,44795
39347,2007,9,22,60.756,4.4219,43800
39348,2007,9,23,70.665,8.1308,44494
39349,2007,9,24,79.289,11.442,44324
39350,2007,9,25,62.998,8.1974,50392
39351,2007,9,26,56.263,4.8674,55499
39352,2007,9,27,58.801,6.0029,56617
39353,2007,9,28,58.894,5.1301,49697
39354,2007,9,29,66.135,9.844,40901
39355,2007,9,30,69.671,11.694,43777
39356,2007,10,1,62.447,5.0515,51587
39357,2007,10,2,65.336,12.749,51847
39358,2007,10,3,61.547,4.8677,53450
39359,2007,10,4,68.618,4.9237,49608
39360,2007,10,5,74.923,8.5246,44618
39361,2007,10,6,76.484,6.6199,39836
39362,2007,10,7,75.772,6.494,40637
39363,2007,10,8,66.312,9.8225,49264
39364,2007,10,9,54.45,15.984,57795
39365,2007,10,10,48.726,14.147,79457
39366,2007,10,11,46.337,7.6416,88207
39367,2007,10,12,45.504,2.2732,92492
39368,2007,10,13,52.642,2.9947,69957
39369,2007,10,14,54.139,6.0341,69489
39370,2007,10,15,59.756,7.6087,62752
39371,2007,10,16,57.952,6.8043,60819
39372,2007,10,17,63.719,15.539,56438
39373,2007,10,18,63.167,16.816,52858
39374,2007,10,19,53.624,13.14,67831
39375,2007,10,20,63.326,12.546,49762
39376,2007,10,21,65.371,11.547,46999
39377,2007,10,22,47.316,7.3706,76605
39378,2007,10,23,49.554,9.5263,86488
39379,2007,10,24,45.645,11.28,96200
39380,2007,10,25,50.588,9.3205,84495
39381,2007,10,26,52.779,7.2271,72538
39382,2007,10,27,44.245,6.6728,91870
39383,2007,10,28,45.879,7.82,99425
39384,2007,10,29,51.634,9.5983,90012
39385,2007,10,30,58.729,15.092,71009
39386,2007,10,31,46.966,11.161,95889
39387,2007,11,1,41.912,4.832,1.18E+05
39388,2007,11,2,45.445,7.1826,1.10E+05
39389,2007,11,3,44.491,5.9018,1.06E+05
39390,2007,11,4,47.062,9.1338,1.02E+05
39391,2007,11,5,40.212,18.138,1.41E+05
39392,2007,11,6,36.068,10.884,1.57E+05
39393,2007,11,7,38.059,8.1025,1.44E+05
39394,2007,11,8,40.022,5.3556,1.35E+05
39395,2007,11,9,36.752,6.8181,1.43E+05
39396,2007,11,10,44.595,10.729,1.12E+05
39397,2007,11,11,52.192,7.2926,93127
39398,2007,11,12,46.652,5.8112,97351
39399,2007,11,13,51.564,11.037,96455
39400,2007,11,14,41.706,16.864,1.32E+05
39401,2007,11,15,30.929,6.5472,1.80E+05
39402,2007,11,16,35.826,6.1585,1.61E+05
39403,2007,11,17,37.252,9.6755,1.48E+05
39404,2007,11,18,40.118,10.579,1.39E+05
39405,2007,11,19,46.598,6.7694,1.19E+05
39406,2007,11,20,42.674,11.157,1.32E+05
39407,2007,11,21,33.79,16.633,1.66E+05
39408,2007,11,22,25.807,8.4694,1.89E+05
39409,2007,11,23,27.666,9.3296,1.93E+05
39410,2007,11,24,32.961,12.215,1.74E+05
39411,2007,11,25,34.387,10.214,1.69E+05
39412,2007,11,26,32.357,9.7081,1.85E+05
39413,2007,11,27,26.044,9.6206,2.17E+05
39414,2007,11,28,30.703,14.346,2.07E+05
39415,2007,11,29,27.128,11.263,2.22E+05
39416,2007,11,30,19.896,7.7004,2.42E+05
39417,2007,12,1,31.774,13.701,2.02E+05
39418,2007,12,2,29.159,14.42,2.04E+05
39419,2007,12,3,22.917,7.2454,2.38E+05
39420,2007,12,4,25.681,9.6455,2.22E+05
39421,2007,12,5,11.928,6.5067,2.61E+05
39422,2007,12,6,21.869,8.5138,2.49E+05
39423,2007,12,7,19.585,7.7959,2.38E+05
39424,2007,12,8,17.192,6.9205,2.47E+05
39425,2007,12,9,21.811,5.3169,2.32E+05
39426,2007,12,10,28.078,3.2087,2.12E+05
39427,2007,12,11,26.204,7.5989,2.17E+05
39428,2007,12,12,27.896,3.9836,2.06E+05
39429,2007,12,13,24.366,11.931,2.31E+05
39430,2007,12,14,20.13,5.4851,2.38E+05
39431,2007,12,15,25.039,12.141,2.15E+05
39432,2007,12,16,18.172,9.6559,2.43E+05
39433,2007,12,17,20.72,9.0748,2.46E+05
39434,2007,12,18,29.08,8.278,2.10E+05
39435,2007,12,19,26.13,4.6232,2.09E+05
39436,2007,12,20,35.262,10.14,1.90E+05
39437,2007,12,21,36.352,7.0299,1.70E+05
39438,2007,12,22,36.633,15.153,1.54E+05
39439,2007,12,23,17.54,18.708,2.68E+05
39440,2007,12,24,21.408,8.0689,2.37E+05
39441,2007,12,25,31.75,6.3918,1.80E+05
39442,2007,12,26,35.159,6.2866,1.69E+05
39443,2007,12,27,28.603,6.2546,2.03E+05
39444,2007,12,28,27.587,10.673,2.05E+05
39445,2007,12,29,22.808,6.5027,2.17E+05
39446,2007,12,30,27.136,4.5634,1.98E+05
39447,2007,12,31,25.398,8.6202,2.07E+05
39448,2008,1,1,10.665,13.536,2.84E+05
39449,2008,1,2,8.9762,7.2116,3.00E+05
39450,2008,1,3,19.293,13.819,2.84E+05
39451,2008,1,4,31.822,11.726,2.11E+05
39452,2008,1,5,40.329,9.2621,1.57E+05
39453,2008,1,6,46.479,7.2752,1.27E+05
39454,2008,1,7,49.126,8.3966,1.16E+05
39455,2008,1,8,37.893,11.581,1.61E+05
39456,2008,1,9,34.2,6.3098,1.79E+05
39457,2008,1,10,35.067,10.837,1.82E+05
39458,2008,1,11,29.994,6.7819,1.93E+05
39459,2008,1,12,33.522,7.2857,1.76E+05
39460,2008,1,13,26.831,12.103,2.14E+05
39461,2008,1,14,18.406,10.798,2.68E+05
39462,2008,1,15,22.255,7.5693,2.49E+05
39463,2008,1,16,32.664,9.2884,2.04E+05
39464,2008,1,17,15.417,13.008,2.74E+05
39465,2008,1,18,7.2782,11.651,3.14E+05
39466,2008,1,19,-3.8432,10.296,3.66E+05
39467,2008,1,20,3.7112,6.7439,3.48E+05
39468,2008,1,21,15.753,7.3178,2.93E+05
39469,2008,1,22,7.4857,9.3289,3.08E+05
39470,2008,1,23,3.4356,8.0848,3.34E+05
39471,2008,1,24,0.94092,7.7752,3.51E+05
39472,2008,1,25,16.462,8.6725,2.94E+05
39473,2008,1,26,20.247,6.5016,2.47E+05
39474,2008,1,27,28.337,7.6247,2.14E+05
39475,2008,1,28,42.176,16.997,1.78E+05
39476,2008,1,29,13.984,17.6,2.75E+05
39477,2008,1,30,5.3131,8.1648,3.43E+05
39478,2008,1,31,22.202,12.582,2.68E+05
39479,2008,2,1,27.179,7.2123,2.25E+05
39480,2008,2,2,27.294,5.5012,2.14E+05
39481,2008,2,3,29.977,9.4217,2.10E+05
39482,2008,2,4,34.312,7.0764,1.99E+05
39483,2008,2,5,32.12,14.995,2.10E+05
39484,2008,2,6,24.499,12.831,2.37E+05
39485,2008,2,7,23.289,4.8148,2.31E+05
39486,2008,2,8,30.871,8.1539,2.00E+05
39487,2008,2,9,14.98,17.118,2.58E+05
39488,2008,2,10,-3.4013,13.055,3.72E+05
39489,2008,2,11,10.237,7.2718,3.22E+05
39490,2008,2,12,13.984,8.282,2.91E+05
39491,2008,2,13,17.99,8.4644,2.64E+05
39492,2008,2,14,20.63,9.1475,2.53E+05
39493,2008,2,15,11.268,6.136,2.76E+05
39494,2008,2,16,27.631,8.0591,2.13E+05
39495,2008,2,17,31.685,11.958,2.05E+05
39496,2008,2,18,8.5868,13.49,3.04E+05
39497,2008,2,19,6.4502,9.395,3.19E+05
39498,2008,2,20,7.1588,5.8695,3.19E+05
39499,2008,2,21,18.083,4.4946,2.70E+05
39500,2008,2,22,17.976,4.3583,2.48E+05
39501,2008,2,23,21.305,3.844,2.23E+05
39502,2008,2,24,31.526,8.3991,1.96E+05
39503,2008,2,25,31.143,9.3761,2.12E+05
39504,2008,2,26,20.899,12.266,2.45E+05
39505,2008,2,27,16.796,6.4147,2.55E+05
39506,2008,2,28,24.444,9.2217,2.29E+05
39507,2008,2,29,28.239,11.438,2.14E+05
39508,2008,3,1,29.84,8.8936,1.97E+05
39509,2008,3,2,42.133,11.388,1.42E+05
39510,2008,3,3,23.318,10.89,2.37E+05
39511,2008,3,4,23.682,10.043,2.40E+05
39512,2008,3,5,27.758,7.4104,2.07E+05
39513,2008,3,6,19.828,7.8158,2.32E+05
39514,2008,3,7,13.47,10.862,2.66E+05
39515,2008,3,8,19.36,5.529,2.33E+05
39516,2008,3,9,25.267,5.1281,2.27E+05
39517,2008,3,10,26.867,7.0352,2.10E+05
39518,2008,3,11,34.819,8.676,1.91E+05
39519,2008,3,12,36.67,10.869,1.77E+05
39520,2008,3,13,42.175,7.9343,1.41E+05
39521,2008,3,14,38.601,7.3777,1.43E+05
39522,2008,3,15,29.891,9.999,1.78E+05
39523,2008,3,16,30.578,8.0131,1.85E+05
39524,2008,3,17,34.782,10.369,1.95E+05
39525,2008,3,18,37.994,7.9365,1.75E+05
39526,2008,3,19,37.583,8.7741,1.63E+05
39527,2008,3,20,34.216,9.9508,1.63E+05
39528,2008,3,21,29.217,15.187,2.12E+05
39529,2008,3,22,29.434,5.5935,1.76E+05
39530,2008,3,23,30.452,6.341,1.75E+05
39531,2008,3,24,35.025,15.152,1.86E+05
39532,2008,3,25,41.019,11.238,1.53E+05
39533,2008,3,26,41.23,8.5864,1.37E+05
39534,2008,3,27,31.153,11.404,1.99E+05
39535,2008,3,28,30.608,5.1925,1.81E+05
39536,2008,3,29,36.925,12.55,1.60E+05
39537,2008,3,30,38.565,6.1456,1.60E+05
39538,2008,3,31,42.208,12.142,1.59E+05
39539,2008,4,1,34.124,6.1178,1.84E+05
39540,2008,4,2,40.524,7.4997,1.48E+05
39541,2008,4,3,40.755,8.3263,1.50E+05
39542,2008,4,4,46.357,7.2992,1.19E+05
39543,2008,4,5,52.337,9.5576,84853
39544,2008,4,6,51.599,11.474,88073
39545,2008,4,7,41.746,9.709,1.28E+05
39546,2008,4,8,38.533,11.414,1.61E+05
39547,2008,4,9,40.233,10.3,1.47E+05
39548,2008,4,10,42.893,15.564,1.65E+05
39549,2008,4,11,41.695,11.229,1.31E+05
39550,2008,4,12,34.864,15.481,1.64E+05
39551,2008,4,13,36.032,11.091,1.63E+05
39552,2008,4,14,41.114,6.5798,1.38E+05
39553,2008,4,15,52.167,17.5,1.07E+05
39554,2008,4,16,61.863,15.686,70242
39555,2008,4,17,48.927,9.4352,87552
39556,2008,4,18,51.292,7.9519,86373
39557,2008,4,19,52.694,5.9292,73467
39558,2008,4,20,53.863,5.2972,76323
39559,2008,4,21,60.739,7.8426,68712
39560,2008,4,22,59.868,6.9087,63477
39561,2008,4,23,61.105,10.17,66470
39562,2008,4,24,60.288,11.855,67581
39563,2008,4,25,54.927,17.142,66769
39564,2008,4,26,45.71,14.755,1.01E+05
39565,2008,4,27,43.267,6.1131,1.05E+05
39566,2008,4,28,36.674,10.571,1.47E+05
39567,2008,4,29,38.626,6.3433,1.38E+05
39568,2008,4,30,48.913,10.509,1.08E+05
39569,2008,5,1,56.663,8.8953,79780
39570,2008,5,2,56.836,12.399,65943
39571,2008,5,3,46.364,8.2668,94111
39572,2008,5,4,57.035,9.0098,69069
39573,2008,5,5,57.591,5.2172,65383
39574,2008,5,6,66.8,10.775,52425
39575,2008,5,7,53.059,9.2372,61903
39576,2008,5,8,49.98,6.6998,82746
39577,2008,5,9,48.799,4.3471,79715
39578,2008,5,10,50.787,11.081,73698
39579,2008,5,11,48.185,11.736,93656
39580,2008,5,12,48.718,8.2294,91776
39581,2008,5,13,60.876,15.005,59829
39582,2008,5,14,51.348,5.7453,73630
39583,2008,5,15,53.429,5.3762,77702
39584,2008,5,16,64.214,11.7,50640
39585,2008,5,17,56.489,12.227,51522
39586,2008,5,18,47.672,6.0398,77648
39587,2008,5,19,50.914,6.9834,78443
39588,2008,5,20,53.367,9.9234,70472
39589,2008,5,21,53.932,8.408,71511
39590,2008,5,22,50.649,9.1116,73839
39591,2008,5,23,50.78,9.5963,70894
39592,2008,5,24,55.942,7.4655,58184
39593,2008,5,25,68.38,12.167,45826
39594,2008,5,26,58.959,16.035,52821
39595,2008,5,27,46.153,12.458,88989
39596,2008,5,28,52.552,3.5107,80388
39597,2008,5,29,57.254,7.7389,65877
39598,2008,5,30,67.818,10.104,50274
39599,2008,5,31,63.868,7.7941,48958
39600,2008,6,1,64.729,4.8543,45709
39601,2008,6,2,65.709,7.5151,50452
39602,2008,6,3,55.248,9.3106,58097
39603,2008,6,4,61.584,5.6862,57949
39604,2008,6,5,71.564,11.434,55213
39605,2008,6,6,75.23,14.511,46952
39606,2008,6,7,72.874,11.721,38375
39607,2008,6,8,69.312,10.59,47834
39608,2008,6,9,67.658,7.2353,48543
39609,2008,6,10,68.735,8.3739,50191
39610,2008,6,11,66.453,10.286,54759
39611,2008,6,12,72.755,11.255,47677
39612,2008,6,13,69.253,8.7096,46466
39613,2008,6,14,70.151,9.9916,41008
39614,2008,6,15,69.424,10.114,46537
39615,2008,6,16,61.863,9.9388,51381
39616,2008,6,17,65.752,8.6352,51601
39617,2008,6,18,60.949,6.0539,53048
39618,2008,6,19,69.457,6.0462,49318
39619,2008,6,20,70.918,7.6015,45796
39620,2008,6,21,69.211,6.6725,40462
39621,2008,6,22,63.473,6.3964,43873
39622,2008,6,23,65.56,4.1845,50752
39623,2008,6,24,71.973,7.9821,48871
39624,2008,6,25,74.995,7.8468,47509
39625,2008,6,26,76.568,5.9137,45278
39626,2008,6,27,73.105,8.7069,43139
39627,2008,6,28,66.739,9.5669,39211
39628,2008,6,29,64.779,9.0986,43398
39629,2008,6,30,67.515,6.6514,46985
39630,2008,7,1,74.18,9.4899,47759
39631,2008,7,2,68.416,10.814,45770
39632,2008,7,3,61.213,6.8595,43364
39633,2008,7,4,65.225,4.4809,37097
39634,2008,7,5,69.248,7.827,35835
39635,2008,7,6,77.234,8.7063,37809
39636,2008,7,7,75.527,10.147,44533
39637,2008,7,8,73.448,9.0661,45426
39638,2008,7,9,73.449,7.7554,46344
39639,2008,7,10,70.202,10.813,46237
39640,2008,7,11,73.965,10.347,41948
39641,2008,7,12,69.569,11.407,39027
39642,2008,7,13,70.415,9.8445,42134
39643,2008,7,14,72.264,7.1653,46180
39644,2008,7,15,79.572,8.08,44391
39645,2008,7,16,75.528,8.0934,45634
39646,2008,7,17,79.105,8.8959,43801
39647,2008,7,18,75.958,5.1939,41483
39648,2008,7,19,70.676,4.6086,38756
39649,2008,7,20,76.166,5.0352,41248
39650,2008,7,21,68.521,6.4808,46793
39651,2008,7,22,66.356,7.9895,47303
39652,2008,7,23,68.977,4.5721,46917
39653,2008,7,24,71.368,7.7624,45945
39654,2008,7,25,74.259,7.4598,41487
39655,2008,7,26,72.644,7.4233,36317
39656,2008,7,27,74.166,5.8389,40395
39657,2008,7,28,71.257,6.0976,46141
39658,2008,7,29,77.991,9.4534,45997
39659,2008,7,30,78.127,6.3536,44768
39660,2008,7,31,74.499,4.073,43669
39661,2008,8,1,74.7,6.7402,40252
39662,2008,8,2,70.172,5.5718,36345
39663,2008,8,3,73.872,9.6877,38166
39664,2008,8,4,74.842,5.8477,45294
39665,2008,8,5,75.827,6.9619,44879
39666,2008,8,6,71.982,9.0297,45551
39667,2008,8,7,69.448,7.242,44849
39668,2008,8,8,68.585,5.676,42203
39669,2008,8,9,66.106,8.7115,38206
39670,2008,8,10,65.084,6.6733,40347
39671,2008,8,11,67.07,3.5468,44449
39672,2008,8,12,69.041,4.8757,44378
39673,2008,8,13,67.563,3.4613,44410
39674,2008,8,14,67.828,7.1403,45388
39675,2008,8,15,68.231,5.9339,42615
39676,2008,8,16,73.182,6.8899,37919
39677,2008,8,17,76.15,8.0152,40312
39678,2008,8,18,73.99,7.9838,45259
39679,2008,8,19,69.604,7.8301,47683
39680,2008,8,20,72.076,6.9529,46035
39681,2008,8,21,74.186,9.057,45375
39682,2008,8,22,77.165,11.362,42048
39683,2008,8,23,71.98,8.0869,37762
39684,2008,8,24,66.282,8.4902,43023
39685,2008,8,25,65.26,8.8207,55138
39686,2008,8,26,66.226,6.3303,47743
39687,2008,8,27,70.267,5.6545,45974
39688,2008,8,28,72.193,6.3742,45280
39689,2008,8,29,69.414,3.8571,41088
39690,2008,8,30,74.083,4.5548,35486
39691,2008,8,31,74.708,6.469,33534
39692,2008,9,1,76.649,7.6569,38748
39693,2008,9,2,76.952,9.1591,45125
39694,2008,9,3,64.056,10.747,47060
39695,2008,9,4,60.129,10.381,50891
39696,2008,9,5,62.579,4.7363,46143
39697,2008,9,6,63.325,5.8834,39824
39698,2008,9,7,63.822,6.8854,42376
39699,2008,9,8,53.336,5.7942,52415
39700,2008,9,9,56.433,3.8432,53038
39701,2008,9,10,63.735,8.8129,48884
39702,2008,9,11,70.602,9.7894,46094
39703,2008,9,12,68.295,6.3674,41653
39704,2008,9,13,69.476,8.4833,39561
39705,2008,9,14,57.962,9.5099,46395
39706,2008,9,15,55.163,4.2709,55343
39707,2008,9,16,64.241,8.4417,48807
39708,2008,9,17,64.069,5.6667,47266
39709,2008,9,18,64.116,8.5161,47016
39710,2008,9,19,67.888,5.8345,41950
39711,2008,9,20,68.232,4.6594,38043
39712,2008,9,21,66.578,5.3553,42581
39713,2008,9,22,68.704,8.4783,47690
39714,2008,9,23,70.183,8.0241,46917
39715,2008,9,24,66.419,4.6294,46882
39716,2008,9,25,64.684,3.947,47988
39717,2008,9,26,65.69,3.7706,43582
39718,2008,9,27,67.245,6.8771,38070
39719,2008,9,28,58.857,6.0486,45280
39720,2008,9,29,56.192,7.1733,52137
39721,2008,9,30,51.567,10.353,60260
39722,2008,10,1,49.441,8.5216,71500
39723,2008,10,2,51.555,8.494,72733
39724,2008,10,3,45.781,4.1606,74666
39725,2008,10,4,49.509,3.4407,68070
39726,2008,10,5,55.463,9.2077,66350
39727,2008,10,6,60.156,13.146,56795
39728,2008,10,7,58.701,10.365,63328
39729,2008,10,8,56.148,8.3005,64893
39730,2008,10,9,54.586,5.4237,64789
39731,2008,10,10,58.866,7.1742,52842
39732,2008,10,11,64.872,4.1978,42469
39733,2008,10,12,69.879,6.8126,43183
39734,2008,10,13,64.482,10.903,50845
39735,2008,10,14,55.946,3.8408,58842
39736,2008,10,15,48.042,7.3639,79308
39737,2008,10,16,47.136,4.8043,85200
39738,2008,10,17,47.291,5.03,84668
39739,2008,10,18,49.109,7.508,73261
39740,2008,10,19,55.503,10.661,69137
39741,2008,10,20,45.593,7.9851,95793
39742,2008,10,21,45.296,8.7595,1.01E+05
39743,2008,10,22,46.852,15.287,1.06E+05
39744,2008,10,23,51.198,9.8361,88856
39745,2008,10,24,46.711,6.4605,89467
39746,2008,10,25,49.805,13.536,86600
39747,2008,10,26,42.346,16.833,1.11E+05
39748,2008,10,27,36.59,10.148,1.44E+05
39749,2008,10,28,38.192,8.8184,1.42E+05
39750,2008,10,29,39.862,5.6324,1.32E+05
39751,2008,10,30,54.384,10.607,92593
39752,2008,10,31,53.876,6.7947,69252
39753,2008,11,1,48.048,8.4054,91105
39754,2008,11,2,57.29,8.043,69111
39755,2008,11,3,61.742,9.5189,60143
39756,2008,11,4,59.611,9.2851,61477
39757,2008,11,5,60.68,12.73,61523
39758,2008,11,6,51.436,11.312,80646
39759,2008,11,7,37.824,11.083,1.29E+05
39760,2008,11,8,37.024,11.77,1.35E+05
39761,2008,11,9,29.68,10.589,1.78E+05
39762,2008,11,10,29.063,2.9004,1.83E+05
39763,2008,11,11,38.498,10.878,1.57E+05
39764,2008,11,12,45.359,8.4319,1.25E+05
39765,2008,11,13,49.295,12.778,1.09E+05
39766,2008,11,14,42.4,10.2,1.19E+05
39767,2008,11,15,34.477,11.378,1.52E+05
39768,2008,11,16,31.569,10.163,1.69E+05
39769,2008,11,17,25.977,11.587,2.10E+05
39770,2008,11,18,29.906,8.4229,2.00E+05
39771,2008,11,19,34.842,13.863,1.76E+05
39772,2008,11,20,22.703,14.07,2.35E+05
39773,2008,11,21,21.09,5.5134,2.28E+05
39774,2008,11,22,26.624,6.3267,2.03E+05
39775,2008,11,23,36.341,7.7788,1.63E+05
39776,2008,11,24,31.4,11.643,1.91E+05
39777,2008,11,25,29.754,5.1814,1.88E+05
39778,2008,11,26,28.841,1.894,1.80E+05
39779,2008,11,27,34.935,10.136,1.59E+05
39780,2008,11,28,29.488,4.2683,1.67E+05
39781,2008,11,29,36.514,4.6412,1.49E+05
39782,2008,11,30,31.525,17.013,1.85E+05
39783,2008,12,1,21.972,10.65,2.34E+05
39784,2008,12,2,31.207,12.5,2.05E+05
39785,2008,12,3,21.514,9.385,2.27E+05
39786,2008,12,4,13.83,8.4948,2.65E+05
39787,2008,12,5,19.2,13.744,2.66E+05
39788,2008,12,6,14.923,12.339,2.57E+05
39789,2008,12,7,16.659,5.7529,2.56E+05
39790,2008,12,8,30.667,7.549,2.11E+05
39791,2008,12,9,22.24,12.825,2.35E+05
39792,2008,12,10,21.503,6.982,2.38E+05
39793,2008,12,11,18.82,9.8324,2.42E+05
39794,2008,12,12,17.576,10.663,2.62E+05
39795,2008,12,13,37.459,16.974,1.88E+05
39796,2008,12,14,28.984,18.902,1.95E+05
39797,2008,12,15,5.0781,9.2186,3.22E+05
39798,2008,12,16,14.072,6.3706,2.87E+05
39799,2008,12,17,10.63,4.5299,2.78E+05
39800,2008,12,18,21.749,8.2355,2.40E+05
39801,2008,12,19,26.311,10.94,2.19E+05
39802,2008,12,20,14.761,13.544,2.46E+05
39803,2008,12,21,-1.8049,14.845,3.56E+05
39804,2008,12,22,4.7079,8.3589,3.38E+05
39805,2008,12,23,27.355,8.1684,2.35E+05
39806,2008,12,24,13.488,10.238,2.46E+05
39807,2008,12,25,20.842,10.028,2.36E+05
39808,2008,12,26,42.881,11.918,1.63E+05
39809,2008,12,27,38.661,13.313,1.44E+05
39810,2008,12,28,27.121,9.4907,2.10E+05
39811,2008,12,29,30.421,10.6,2.02E+05
39812,2008,12,30,21.795,14.653,2.30E+05
